1 5.133 11022931 1 1 51
1 5.083 11022933 1 1 51
2 19.15 11022941 2 1 51
2 17.567 11022942 2 1 51
2 17.533 11022943 2 1 51
1 4.983 11023031 1 1 51
1 8.15 11023032 1 1 51
1 8.117 11023033 1 1 51
2 11.35 11023041 2 1 51
2 22.2 11023042 2 1 51
1 10.383 11123131 1 1 52
1 10.35 11123132 1 1 52
1 4.233 11123133 1 1 52
2 20.55 11123143 2 1 52
1 4.15 11123231 1 1 52
1 4.117 11123232 1 1 52
1 4.083 11123233 1 1 52
2 16.2 11123242 2 1 52
2 14.933 11123243 2 1 52
1 3.967 11123331 1 1 52
1 10.067 11123332 1 1 52
1 10.033 11123333 1 1 52
2 16.233 11123341 2 1 52
2 18.233 11123342 2 1 52
2 27.35 11123343 2 1 52
1 9.85 112131 1 1 48
1 9.85 112132 1 1 48
1 9.85 112133 1 1 48
2 22.567 112141 2 1 48
1 3.75 112231 1 1 48
1 3.717 112233 1 1 48
2 20.717 112241 2 1 48
2 2.217 112242 2 1 48
2 3.8 112243 2 1 48
1 9.55 112331 1 1 48
1 6.45 112332 1 1 48
1 9.533 112333 1 1 48
2 14.317 112342 2 1 48
2 19.1 112343 2 1 48
1 5.117 11323731 1 1 52
1 5.1 11323732 1 1 52
1 3.717 11323733 1 1 52
2 14.617 11323741 2 1 52
2 20.1 11323742 2 1 52
2 9.933 11323743 2 1 52
1 6.417 11323931 1 1 53
1 4.75 11323932 1 1 53
1 7.7 11323933 1 1 53
2 15.617 11323941 2 1 53
2 7.8 11323943 2 1 53
1 9.35 11424031 1 1 53
1 6.2 11424032 1 1 53
1 10.717 11424033 1 1 53
2 12.467 11424041 2 1 53
2 10.833 11424042 2 1 53
2 17.333 11424043 2 1 53
1 6.083 11424131 1 1 53
1 3.067 11424132 1 1 53
1 6.033 11424133 1 1 53
2 19.4 11424141 2 1 53
2 21.283 11424143 2 1 53
1 9.05 11424231 1 1 53
1 5.917 11424232 1 1 53
1 4.233 11424233 1 1 53
2 12.15 11424241 2 1 53
2 26.35 11424242 2 1 53
1 4.133 11524331 1 1 53
1 5.75 11524332 1 1 53
1 5.733 11524333 1 1 53
