",""traitmDR:traitmDR.animal"",""traitfDR:traitmDR.animal"",""traitmDR:traitfDR.animal"",""traitfDR:traitfDR.animal"",""traitmDR:traitmDR.round.sec"",""traitfDR:traitmDR.round.sec"",""traitmDR:traitfDR.round.sec"",""traitfDR:traitfDR.round.sec"",""traitmDR.units"",""traitfDR.units"""
53,0.0103211991357987,-0.00111754740796738,-0.00111754740796738,0.0193735140129445,0.00281163967458989,0.000773770924766826,0.000773770924766826,0.00365446016529427,3.12474582896796,25.3009120168243
54,0.00443202181977302,-0.00125969837193929,-0.00125969837193929,0.0166508393579103,0.00159224213699283,-0.000854711052262674,-0.000854711052262674,0.00492072792808048,3.23492899880293,26.2740219960018
55,0.00696716044910096,0.000125689542320284,0.000125689542320284,0.0317628205968895,0.0350531361684224,-0.000669618814667761,-0.000669618814667761,0.0186018961861354,2.99556158931484,24.1281420071407
56,0.00666215464610847,-0.00555801798317046,-0.00555801798317046,0.0136537151035631,0.00573986645107387,-0.00446599346914925,-0.00446599346914925,0.00755372310762251,3.15872328121006,25.4745159350366
57,0.00502940388318974,0.00224752029653708,0.00224752029653708,0.0155737591318302,0.00314801092728472,0.00306993889240648,0.00306993889240648,0.00481724372416174,3.28478391339664,24.7293350755576
58,0.00838219076604707,0.0271191109253522,0.0271191109253522,0.0125707166492963,0.00397659874537257,0.002091467234975,0.002091467234975,0.00624811197061304,3.10421338405422,24.6680130614613
59,0.00439537732941785,-0.00304848150344328,-0.00304848150344328,0.012086883001619,0.00159304462631248,0.000818684357677124,0.000818684357677124,0.00478249763108237,3.30769307446985,25.0295744087862
60,0.00614966440404163,6.41546700038687e-05,6.41546700038687e-05,0.0105434946375313,0.00369975470526328,0.000113641960773542,0.000113641960773542,0.0107887108851973,3.20547079005932,24.1164450383525
61,0.00361585502008062,-0.00140168156262332,-0.00140168156262332,0.0122758391371219,0.00549620596958493,0.006131567793251,0.006131567793251,0.0108112619570824,3.02006044314577,24.6407434906396
62,0.00615192170401534,0.0389704189118685,0.0389704189118685,0.040966395994545,0.00575069364804435,0.0027075403770721,0.0027075403770721,0.00836646751672391,3.25956391174274,24.860707583335
63,0.00708931845521305,0.000554860034979621,0.000554860034979621,0.030519741795594,0.002368586366917,0.00198991552353289,0.00198991552353289,0.00738015977124858,3.31504080296646,24.8502933876742
64,0.00254219907317302,0.00119161017588743,0.00119161017588743,0.0274957386879328,0.00264039797859051,0.0014946208952874,0.0014946208952874,0.0178289467201865,3.19381025795028,23.5975938673631
65,0.0063371931108858,-0.00199127372875763,-0.00199127372875763,0.00973286813221542,0.0019155244897319,-0.00491459115068138,-0.00491459115068138,0.00722713006183895,3.14351104303615,24.7751394355207
66,0.0102685135657639,0.0011776551226732,0.0011776551226732,0.00547167136944518,0.00995020191634243,-0.000937352221351939,-0.000937352221351939,0.00445124320490959,3.08354586458463,24.3625271164054
67,0.00416278571345085,-0.00169903367551527,-0.00169903367551527,0.0175997882739897,0.00392556786718414,0.000120705345346916,0.000120705345346916,0.00388468933221938,3.16230510173953,24.3336478125304
68,0.00248474452018818,-0.000220201026884637,-0.000220201026884637,0.00672743517058843,0.00318140722181286,-0.000375365129107963,-0.000375365129107963,0.00256812729022022,3.41933026867736,25.7197449158455
69,0.00838766739959191,-0.00493293446962617,-0.00493293446962617,0.012723740263924,0.00207496962700314,0.000106384960210038,0.000106384960210038,0.0041265217167605,3.10237427958303,24.8151468867898
70,0.00282429584066317,0.0014881264862292,0.0014881264862292,0.0111118921671749,0.00350107939711078,-0.000365788937013473,-0.000365788937013473,0.0106757247323956,3.34078019578247,25.7039464525833
71,0.0369556337439732,0.0025237757975245,0.0025237757975245,0.0402299252445819,0.00828483282127809,-0.00526967493876856,-0.00526967493876856,0.0123680066163274,3.07674586687186,24.5687904775159
72,0.00515413855153911,-0.00371093807978462,-0.00371093807978462,0.0222226074928038,0.00269177713258265,-0.000699512028545402,-0.000699512028545402,0.00559509267936309,3.22396152319164,24.3790360390022
73,0.00602867572169204,0.00226963472912445,0.00226963472912445,0.0250556309020199,0.00579499280844522,-0.00674501226244184,-0.00674501226244184,0.00867058759510356,3.240831748656,22.0668144900367
74,0.00542555284357924,-0.000662437353785683,-0.000662437353785683,0.0169795967460646,0.00194603538979263,-0.00418845825418648,-0.00418845825418648,0.00357217436632535,3.28624371173282,25.0383161891384
75,0.00991001695148773,0.00827261270222068,0.00827261270222068,0.0266201561347166,0.00400852634676043,0.00219722611441014,0.00219722611441014,0.00666048801705732,3.0872435725255,24.5565465032167
76,0.00571399124333623,-0.000333686439729641,-0.000333686439729641,0.0310283282914514,0.00173307506043191,-0.00121648121718437,-0.00121648121718437,0.0108651986399527,3.16012220506161,24.1423997808294
77,0.00579586269020036,0.00750066207372391,0.00750066207372391,0.017157853446666,0.00180911983888172,0.00090211848582572,0.00090211848582572,0.00911313623151638,3.21823905131823,24.2381407702982
78,0.00789466666668127,-0.013801305419172,-0.013801305419172,0.0160668243073018,0.00280611076068568,6.72213058567905e-05,6.72213058567905e-05,0.0128368322048307,3.13286084442474,25.4511339729393
79,0.00335490238861431,-0.000488580263355409,-0.000488580263355409,0.00449576730391324,0.00265005764057786,-0.00103544074274856,-0.00103544074274856,0.00664646914607335,3.10844501601544,26.2680765630158
80,0.00212820956610526,0.00350762807651972,0.00350762807651972,0.0151294619312007,0.00410027669409281,-0.00284774007588207,-0.00284774007588207,0.00594060016937992,3.25328634996196,24.9101122561419
81,0.00291408526674918,0.000221423950873545,0.000221423950873545,0.0203655804462646,0.00236772320861594,-0.0012244753286581,-0.0012244753286581,0.0131164992389692,3.2923968686927,24.7308072252568
82,0.0543154104252037,-0.0284076251765981,-0.0284076251765981,0.0291245806402707,0.00299525753133736,-0.00109957972633079,-0.00109957972633079,0.00818206512919742,3.21630436774876,23.6913798217691
83,0.00782774938480117,-0.00374267785835047,-0.00374267785835047,0.0295778492168812,0.00324843482356508,-1.27803457823927e-05,-1.27803457823927e-05,0.00781912784062837,2.66965404474798,25.164735624524
84,0.00842798664335385,0.000134782382438692,0.000134782382438692,0.0200681947613586,0.00539398904300228,0.00179247202850777,0.00179247202850777,0.00478309432570318,3.21978729009926,25.3896505623716
85,0.00692724754336341,-9.72298700980812e-05,-9.72298700980812e-05,0.00893929988965153,0.00665718176673169,-4.40299230700658e-05,-4.40299230700658e-05,0.0060203597327201,3.12640287713715,24.8766188417761
86,0.00440943017521073,-0.000350180436734737,-0.000350180436734737,0.0115483185624821,0.0024009813285262,0.00298694440443337,0.00298694440443337,0.00941180969121996,3.23631019961344,24.109390597933
87,0.00427334169263456,0.0123622153553234,0.0123622153553234,0.0254240977416479,0.00213358849418681,0.000978720199127009,0.000978720199127009,0.00479060246208072,3.22085204912891,24.9857107753547
88,0.00553110429418445,0.00128899315388209,0.00128899315388209,0.0110869565457588,0.021430308902488,-0.00876849128370449,-0.00876849128370449,0.013309369605805,3.05074103426929,24.2690898138473
89,0.006075357486119,-0.00805430157249831,-0.00805430157249831,0.0139988063206936,0.00140392221877281,-0.000262096544831336,-0.000262096544831336,0.00456927643903652,3.05130746082632,24.5703300478554
90,0.011957138730323,0.00349257118370339,0.00349257118370339,0.017083508434613,0.00287559298077811,0.0158002825855986,0.0158002825855986,0.0122789821843574,3.15901395042427,24.6593683821374
91,0.00442316197002252,-0.000365328322671443,-0.000365328322671443,0.0189306115462332,0.00253435511474625,0.00134311322589981,0.00134311322589981,0.00826110825702786,3.1501162361977,25.4949472950054
92,0.00539942910760286,0.000367068868960874,0.000367068868960874,0.00783264220444788,0.0260827505021322,0.00109989084594647,0.00109989084594647,0.00909396129738354,3.0370123327148,24.3047398657536
93,0.00649601503252331,0.00127068323890511,0.00127068323890511,0.0115740601626586,0.00199647054504896,-0.000735385516347498,-0.000735385516347498,0.00746188054409802,3.05809437644423,24.9314715195476
94,0.013924938511548,-0.00180290395736049,-0.00180290395736049,0.00823377838983578,0.00344382416722368,0.000307600149972775,0.000307600149972775,0.0174546449673612,3.21205434306143,25.5527501278202
95,0.00810446384426744,-0.004838352484416,-0.004838352484416,0.0290471821524246,0.0016295306547016,-0.000165295017421574,-0.000165295017421574,0.00931272608172022,3.00462021262282,24.4892720054493
96,0.00816886655648084,-0.00297267370292364,-0.00297267370292364,0.00967446743884746,0.00220666962733455,-0.000867217528519537,-0.000867217528519537,0.00445325178964981,2.93623343189604,24.3459981222739
97,0.0158970892101193,-0.0031245448858046,-0.0031245448858046,0.0480678247103797,0.00259631248034991,-0.00130174076947676,-0.00130174076947676,0.00708881102203035,3.29424366399958,25.7122338417996
98,0.00443898802700577,0.000245390273642343,0.000245390273642343,0.0111497648276149,0.00663897712341505,-0.00121088836348576,-0.00121088836348576,0.00719977237893826,3.06274963227585,24.5333529355202
99,0.00456741584924386,-0.000612915039984396,-0.000612915039984396,0.0237775172432489,0.00689288192505146,0.00030128416683356,0.00030128416683356,0.00518880526929584,3.00042474203381,24.8118264046655
100,0.00685492959155079,-0.00645564248862418,-0.00645564248862418,0.0356159711423204,0.00255023378786832,-0.00289246018059555,-0.00289246018059555,0.00682436612515847,2.94619608872561,21.3683942129917
101,0.00883245178100128,0.00678725225231425,0.00678725225231425,0.0122084574991142,0.0034870443654838,0.00157711359189519,0.00157711359189519,0.00348207662866735,2.99283549094971,26.2501831769592
102,0.00781678527926848,-0.00421292151003416,-0.00421292151003416,0.015247369726828,0.0193916290992158,-0.000392873798203935,-0.000392873798203935,0.0101430467580487,2.94321598215412,23.5941192409972
103,0.13009261720204,-0.0113367126438271,-0.0113367126438271,0.0357000347877977,0.00220451305132735,0.00108408878828659,0.00108408878828659,0.00593632191145173,2.90799652523978,25.0399851906331
104,0.00803126773541381,-4.97603997968721e-05,-4.97603997968721e-05,0.00994945057049904,0.00809089718862751,-0.00215213720778379,-0.00215213720778379,0.00508970673507507,3.15133613630753,25.2993904005557
105,0.0050655767179227,-0.00209447761698722,-0.00209447761698722,0.032136131493649,0.00335236809337043,0.00021794314527912,0.00021794314527912,0.0065121471497235,3.10859916210601,24.8040776660597
106,0.00424781993730146,0.00250567975496319,0.00250567975496319,0.0194340674868549,0.15684797353288,0.0398523927539142,0.0398523927539142,0.00815397129847929,3.10113546424213,24.4222197153652
107,0.00385309843567643,0.000909490008879854,0.000909490008879854,0.012681126480206,0.00639887687391931,-0.000401160485105662,-0.000401160485105662,0.0073368577652841,3.21103526480029,24.5559070834163
108,0.00510586379950814,0.000451535378663381,0.000451535378663381,0.0135891842284003,0.00443408114358328,0.000476063329926557,0.000476063329926557,0.00433832363935811,3.19165796535512,25.1286001210323
109,0.0033247710102539,0.00245306983597754,0.00245306983597754,0.010047667590498,0.00484826624017979,0.00109548374316995,0.00109548374316995,0.00545222437880349,3.05989953577892,24.6609417444722
110,0.00448554315792959,0.00458692522261567,0.00458692522261567,0.00669515855158476,0.00232782122597874,-0.00114920131795515,-0.00114920131795515,0.00607064825244574,3.16744774603587,26.6014298419987
111,0.0126204183470325,-0.00331130124950962,-0.00331130124950962,0.0153534694736441,0.00319594517604447,-0.000811159751511942,-0.000811159751511942,0.00832164961611856,2.83114225318597,25.0270196149787
112,0.00510954480653444,-0.00091664917784684,-0.00091664917784684,0.0120401255661862,0.00776822015791302,2.49089185608287e-06,2.49089185608287e-06,0.00427494760067766,3.27981052802399,24.2885015654294
113,0.00451565400002155,0.000387263393282544,0.000387263393282544,0.010532708145714,0.00169668968526686,-1.0678716019924e-05,-1.0678716019924e-05,0.0068710315481867,3.06038302355083,24.2598796486512
114,0.00570743291938798,0.00984721659056798,0.00984721659056798,0.0341562652918001,0.00406759485762717,0.00116485652211101,0.00116485652211101,0.0068225122005008,3.10078437351356,24.6727098597844
115,0.0243354966598426,0.00254244927639724,0.00254244927639724,0.0289272254777016,0.00268213946685231,0.00600208183727746,0.00600208183727746,0.0108784385506613,3.20647751320286,23.5954817002094
116,0.00316078684631472,-0.00107111890572475,-0.00107111890572475,0.00678593937959604,0.00291808224190997,0.000428610974236188,0.000428610974236188,0.00864857826903166,3.21963317397345,24.5789827421152
117,0.00325420197661312,0.00275124099252966,0.00275124099252966,0.0137248130999744,0.00439798484725183,0.00106353585461755,0.00106353585461755,0.00482908851267816,3.25901117835526,25.0839001151369
118,0.0122667380300031,0.000709603762972133,0.000709603762972133,0.0223340043285639,0.00248128032096269,-0.00103987022769195,-0.00103987022769195,0.00515458388607843,3.26464406101992,25.0903868692028
119,0.00602700941158202,-0.000378077629251239,-0.000378077629251239,0.0115881241672986,0.0421530430267257,-0.00122029655958145,-0.00122029655958145,0.004456354007954,3.12206294958738,23.9330727754357
120,0.00419540330084704,-0.00108046929500361,-0.00108046929500361,0.0432392004410314,0.0042874128677266,-0.00145171791983026,-0.00145171791983026,0.0150148728702002,3.2122190845792,21.4177503457235
121,0.00839461077916992,0.000930790794072656,0.000930790794072656,0.0138589928146407,0.00393029634291985,0.00212117124057176,0.00212117124057176,0.00452418114403642,3.11108733895657,25.3045670783243
122,0.00800456837706671,0.00175362499704335,0.00175362499704335,0.0189225650001211,0.00520316481752081,-0.00869702319185972,-0.00869702319185972,0.00877748142194589,2.8902888911986,23.5344523164295
123,0.00442877883376893,-0.00292916146658762,-0.00292916146658762,0.0153988187244585,0.00746681950865638,0.00280806072688616,0.00280806072688616,0.00566930818966013,3.29838842754563,24.6333287926015
124,0.0116359790399538,-0.0231451051907797,-0.0231451051907797,0.0269954753736482,0.00300764215990806,-0.00101478398968172,-0.00101478398968172,0.00785000888859639,3.18678743109545,25.5828064703713
125,0.00713445806726149,0.00169635935312995,0.00169635935312995,0.00916973394078544,0.00338849093297651,-0.00240142235245755,-0.00240142235245755,0.0153250885895459,2.97678053468979,25.4465149683627
126,0.00382985975454134,-6.78101568876155e-05,-6.78101568876155e-05,0.0114209404108745,0.00218950866987128,0.000416114997475542,0.000416114997475542,0.00223897258499828,3.29795015766037,25.5821310953034
127,0.00814326340556438,0.00132301868238582,0.00132301868238582,0.020745175084219,0.00371949660813437,-0.000302208904722989,-0.000302208904722989,0.00593964780056011,3.08874797104666,23.9712107691225
128,0.00374390123472726,0.00198262581175856,0.00198262581175856,0.0234619849622692,0.00187249364773634,-0.0013159622019806,-0.0013159622019806,0.00283116765518076,3.0722367049288,24.7456689965207
129,0.00217065391296745,-0.000394126716882548,-0.000394126716882548,0.0396581470389507,0.00208436525305146,-0.000333394921103181,-0.000333394921103181,0.00497184740781486,3.33772396661215,23.9160540688567
130,0.0192265304356526,-0.0052356910258804,-0.0052356910258804,0.0193339536151511,0.00331178780126595,0.00090564723833586,0.00090564723833586,0.00887674299318936,3.05461384321626,24.7353510575842
131,0.039918730924991,-0.00432823099510227,-0.00432823099510227,0.0128516569374139,0.00427649621607401,0.00062794466055538,0.00062794466055538,0.0218620403026508,3.13732938401201,25.4470364572336
132,0.0130404474832339,-0.00429505461242297,-0.00429505461242297,0.0104882579402797,0.00311490475595451,-0.00124126770902258,-0.00124126770902258,0.00468447413267754,2.97003463214526,26.5296334966624
133,0.00797648028906465,-0.00190417164143697,-0.00190417164143697,0.0127734193228442,0.0014575139555036,-0.000289497238751657,-0.000289497238751657,0.00816641635184681,3.07460357553631,24.7305097645012
134,0.200366575670224,0.0028700705080793,0.0028700705080793,0.0149829871987275,0.00333910407517849,-0.00138773656849567,-0.00138773656849567,0.0042071641589553,2.95099016802873,24.0675325396061
135,0.00530903227359677,0.000649319522163072,0.000649319522163072,0.0106379552418427,0.0124731648035373,8.74095809428044e-05,8.74095809428044e-05,0.00781381457814856,3.06990942878418,24.0456477400059
136,0.00543497202737234,0.0070885633770329,0.0070885633770329,0.0466655412333209,0.00179668193266008,-0.000447123033886387,-0.000447123033886387,0.0060275622051372,3.21742198713525,24.3244999880263
137,0.00243033275028623,-0.000377648326269242,-0.000377648326269242,0.0112640388729304,0.00184701376035039,0.0017838548174996,0.0017838548174996,0.00270121659328179,3.26565124332453,24.4149903568801
138,0.00662741151698716,-0.00251282256204344,-0.00251282256204344,0.00922519158409181,0.00239791318040067,-0.00520601073399329,-0.00520601073399329,0.00781835017032928,3.13197620070118,24.566109551698
139,0.0157271703060383,0.221359919647373,0.221359919647373,3.58124412042454,0.00172575110705244,0.000289938585948557,0.000289938585948557,0.00913983977598306,3.16970806811604,22.3964734675908
140,0.00581036211549169,0.00695905156567,0.00695905156567,0.0456173123532218,0.0034534701738252,-0.000288400344260836,-0.000288400344260836,0.00556540554104008,3.17413304637507,24.2056033344949
141,0.00458562485039414,-0.000718151099518338,-0.000718151099518338,0.0122592659382123,0.00303769082008854,-0.00148741607942654,-0.00148741607942654,0.0137681469148904,3.08106633139327,25.3963405741585
142,0.00594131540570481,0.00434434246411597,0.00434434246411597,0.013993446678438,0.00468382547545249,-0.00295282168553668,-0.00295282168553668,0.013908631493954,3.27676645857522,24.7968067272921
143,0.00258024500844389,0.00315654352121353,0.00315654352121353,0.0497891095355628,0.00487916358369957,0.00194216252518442,0.00194216252518442,0.0121442579249706,3.19359564823161,24.2656949972503
144,0.00327002627064693,-0.000324312528297788,-0.000324312528297788,0.0253118388509667,0.0017318956032706,0.000827325578207194,0.000827325578207194,0.00656012265783545,3.10851499819282,25.0491468182773
145,0.00471997828712986,0.00298323538562395,0.00298323538562395,0.0175852668318415,0.00513694404619324,-0.00134406514019858,-0.00134406514019858,0.0194104775631481,3.07591084358296,24.7432043353646
146,0.00534527317885582,0.000858521880574892,0.000858521880574892,0.0372129975446336,0.00248601798076315,-4.56085697022046e-05,-4.56085697022046e-05,0.00537077006520173,3.13905166071093,24.3150406695746
