"","traitmLA.active:traitmLA.active.animal","traitfLA.active:traitmLA.active.animal","traitmLA.active:traitfLA.active.animal","traitfLA.active:traitfLA.active.animal","traitmLA.active:traitmLA.active.round.sec","traitfLA.active:traitmLA.active.round.sec","traitmLA.active:traitfLA.active.round.sec","traitfLA.active:traitfLA.active.round.sec","traitmLA.active.units","traitfLA.active.units"
"1",0.00375088258706036,0.00239821164890652,0.00239821164890652,0.00490912691187883,0.00278808381664502,8.64507008655965e-05,8.64507008655965e-05,0.00266109468546503,1.1010908467488,1.3003967387811
"2",0.00401119463127465,0.000207248553613426,0.000207248553613426,0.00571678618575397,0.00292710297988958,0.00103667721921294,0.00103667721921294,0.00243237693996045,1.1644468687615,1.04621408799621
"3",0.00501071127136121,-0.000395515581410738,-0.000395515581410738,0.00743475472095901,0.0036889495838526,-0.000856911561729193,-0.000856911561729193,0.00153549353236707,1.1560353798053,1.16659940183992
"4",0.00329392079965314,-0.000900549846644449,-0.000900549846644449,0.00334469413066968,0.00133425847566914,0.00061905089588922,0.00061905089588922,0.00217368279409631,1.17649968177311,1.20392638285155
"5",0.00340932097170445,0.000106171844522329,0.000106171844522329,0.00417453433674053,0.00302138513532507,0.000789661202921926,0.000789661202921926,0.00120553550557451,1.09929247266772,1.26116258989419
"6",0.00704967235526512,-0.000983921607586646,-0.000983921607586646,0.00327204887101334,0.00361304563196131,-0.000168525554257476,-0.000168525554257476,0.00150619843782047,0.957638978930636,1.09461341047592
"7",0.018014292606066,0.00202825647932092,0.00202825647932092,0.0122928924191451,0.00306186549439105,-0.00042252308021315,-0.00042252308021315,0.00342134704814569,1.10030730957238,1.14355102169824
"8",0.00470320791789809,5.36540190589074e-05,5.36540190589074e-05,0.00498780235929744,0.00259731947214001,0.000121665390723849,0.000121665390723849,0.00176260699148886,1.02345969684873,1.30117343498636
"9",0.00272489457282018,0.000245323292630939,0.000245323292630939,0.00727997419765349,0.00775091302106575,0.000290763278459061,0.000290763278459061,0.00342897650119524,0.967996324041173,1.13619023279088
"10",0.00529034543847759,0.00794989438443638,0.00794989438443638,0.00554906690670308,0.00136561726404857,0.000450776426467694,0.000450776426467694,0.00213825406889124,1.08465075878644,1.14592846168609
"11",0.00540767301631913,-0.000932329051630654,-0.000932329051630654,0.0106198113015418,0.00105342807256262,0.000397371625769791,0.000397371625769791,0.00211254295986872,0.859130215818346,1.22028887405335
"12",0.0169851740410449,0.00696280616652795,0.00696280616652795,0.00691653543559263,0.00157500704629364,-0.000441353654669269,-0.000441353654669269,0.00433729889377524,0.750157290667764,1.24503380377844
"13",0.00637912096688162,-0.00193805856825302,-0.00193805856825302,0.00311518506023249,0.00320881635253215,-0.00168351992733273,-0.00168351992733273,0.00363106370941806,1.01903172448877,1.21027711026741
"14",0.00291344657230941,-0.000402201004425062,-0.000402201004425062,0.00760108849850803,0.00204837861999478,0.000126994737436992,0.000126994737436992,0.00302483967844976,1.10999306214109,1.13336980652667
"15",0.00310690886315641,0.000588952199440648,0.000588952199440648,0.00329337537041646,0.0438615890280976,0.0136813403311457,0.0136813403311457,0.00325891290129473,1.02128528209057,1.17040865361809
"16",0.00253148928645113,0.00156108593045495,0.00156108593045495,0.00723118829357091,0.00179946209347453,0.0012902721294777,0.0012902721294777,0.00419687923933862,0.97045640935045,1.24435676259209
"17",0.00219238352820395,-0.000125005624369345,-0.000125005624369345,0.00830998303100099,0.00376192822880229,-0.00106508635247268,-0.00106508635247268,0.00820524980985659,1.01815326575573,1.12121613110925
"18",0.00358071584697636,-0.00189671959629262,-0.00189671959629262,0.00450035901151164,0.0258124995399399,0.000357031916825845,0.000357031916825845,0.00184944662051357,1.04394973174044,1.21865011990722
"19",0.00470330986692101,-0.00261631716509336,-0.00261631716509336,0.0107870607883128,0.0018416712909568,0.00109656330684334,0.00109656330684334,0.00328098539529346,1.16475533687295,1.2016427853436
"20",0.00252378165763553,0.00344920667119933,0.00344920667119933,0.00670330180710444,0.00209905434949808,0.00233121804125531,0.00233121804125531,0.00604759312368539,1.10869926818376,1.07593126250595
"21",0.00236306513852234,-0.00056434771592459,-0.00056434771592459,0.00725646437542377,0.00161216127746727,-0.000793036194225126,-0.000793036194225126,0.00503391238764534,1.16660462734785,1.32837711808626
"22",0.00367060893026999,0.00154258964480491,0.00154258964480491,0.00287851136650867,0.00198914424609294,0.000678664061025291,0.000678664061025291,0.00997257423758051,1.0438500324527,1.14630855550158
"23",0.0134113781751714,0.00418619865647873,0.00418619865647873,0.00223471272952007,0.00229029964214651,-0.000868262841803413,-0.000868262841803413,0.00260253178938156,1.11109157138469,1.21589582076891
"24",0.00766839689477211,-0.0826330362717694,-0.0826330362717694,0.164470228620441,0.00365196463734521,-0.0016260951057134,-0.0016260951057134,0.00484669604126566,1.12662157526206,0.800747730439594
"25",0.00346995535680098,0.00142887333041394,0.00142887333041394,0.00330362708564922,0.00187396632971202,-0.000924711716543,-0.000924711716543,0.00405299311235696,1.15736918373798,1.25433335692138
