"","traitmWS:traitmWS.animal","traitfWS:traitmWS.animal","traitmWS:traitfWS.animal","traitfWS:traitfWS.animal","traitmWS:traitmWS.round.sec","traitfWS:traitmWS.round.sec","traitmWS:traitfWS.round.sec","traitfWS:traitfWS.round.sec","traitmWS.units","traitfWS.units"
"1",0.000418305751954255,1.10876448497802e-06,1.10876448497802e-06,0.000341664102908828,0.000362166245275446,5.8079593454778e-05,5.8079593454778e-05,0.000274900496879919,0.00348517212964725,0.00427327989774303
"2",0.000285295924551949,1.2178669653585e-05,1.2178669653585e-05,0.000305018322076721,0.000337458561184447,-5.92601393332998e-06,-5.92601393332998e-06,0.000254119389807945,0.00367090524061978,0.00446826861293635
"3",0.000468306493111845,4.6458048835045e-05,4.6458048835045e-05,0.000442235182662854,0.000379248752652661,-7.84006917313289e-06,-7.84006917313289e-06,0.000395259225560219,0.00349103449481276,0.00407740175077826
"4",0.000455303970789092,8.58274428259966e-05,8.58274428259966e-05,0.000357769567109976,0.000239357383733908,3.71177630177743e-05,3.71177630177743e-05,0.00028545429672869,0.00350322144789727,0.004158973249721
"5",0.000417584755608905,-4.87409784135914e-05,-4.87409784135914e-05,0.000873430164130293,0.000221039561930196,9.20418545466927e-06,9.20418545466927e-06,0.000267843725131177,0.00347731508645878,0.00405141593711581
"6",0.000394162848278537,5.06254260823667e-05,5.06254260823667e-05,0.000542438365133512,0.000257910783611297,1.85975462629477e-05,1.85975462629477e-05,0.000256653646681661,0.00321356955882124,0.00430512616400628
"7",0.000469906267149968,-0.00010661869988755,-0.00010661869988755,0.00050258821365752,0.000253678967703921,2.1547435911578e-05,2.1547435911578e-05,0.000400563239297496,0.00349168863664891,0.00399617091129581
"8",0.00058318879315968,2.04236582122348e-05,2.04236582122348e-05,0.000623154336234711,0.000269036081709169,-6.11754355552374e-05,-6.11754355552374e-05,0.000362502651137577,0.00351187096917218,0.00426749946673364
"9",0.000383561113946793,-1.83835783996556e-05,-1.83835783996556e-05,0.000613075642143187,0.000296699026823131,6.41921159610934e-05,6.41921159610934e-05,0.000216065183558309,0.00391608110622164,0.00418475789077801
"10",0.000731029437760962,1.3217528048378e-05,1.3217528048378e-05,0.000419723116455117,0.000305930560149698,-3.28283533901065e-05,-3.28283533901065e-05,0.00030900258709245,0.00300834231519948,0.00407231079160368
"11",0.000706263828314154,2.58985723582254e-05,2.58985723582254e-05,0.000561672858048522,0.000288938756071648,8.47528422452176e-05,8.47528422452176e-05,0.000387450327556142,0.0032667884351222,0.00401564120059265
"12",0.000377909050533402,6.17465985538167e-05,6.17465985538167e-05,0.000488723289993733,0.000314738186050627,-1.21497204138262e-05,-1.21497204138262e-05,0.000251531946937987,0.00357168237636967,0.00422589473653506
"13",0.000549201556687748,-4.18771968718466e-05,-4.18771968718466e-05,0.000408705782726133,0.000276055882006622,4.63178459600704e-05,4.63178459600704e-05,0.000249298569625735,0.00321795632988891,0.00445214515628364
"14",0.000451335847260872,-5.83733703766831e-05,-5.83733703766831e-05,0.000410767193171963,0.000401434298594368,-2.19123215983791e-05,-2.19123215983791e-05,0.000318161960338265,0.00369014332938151,0.00439666889265869
"15",0.00036995228290461,-6.62662734576879e-05,-6.62662734576879e-05,0.000453651765228596,0.000271913910349659,1.63136837199848e-05,1.63136837199848e-05,0.000407888023865204,0.003584138676204,0.00435728099680915
"16",0.000357747588099805,1.44972411702405e-05,1.44972411702405e-05,0.000550249080835885,0.000264935849557215,-6.29827306580405e-05,-6.29827306580405e-05,0.000294600215543734,0.00342567657940735,0.00445839570568173
"17",0.000286246474166221,-6.96656779510364e-05,-6.96656779510364e-05,0.00058826316549345,0.00030818404610005,-2.22860997533221e-05,-2.22860997533221e-05,0.000398950499009657,0.00361113726935606,0.00416867880093666
"18",0.000687490416053284,0.000535229240292507,0.000535229240292507,0.00116542977726516,0.000277271945165827,2.98666600395626e-05,2.98666600395626e-05,0.00022080095333924,0.0032665466513366,0.00331570731163631
"19",0.000459425225472909,-3.5982760132885e-05,-3.5982760132885e-05,0.000606380838790322,0.000300593424363579,1.28100928409289e-05,1.28100928409289e-05,0.000353558643258493,0.00347189066085312,0.00380277408219995
"20",0.000480973134283718,-8.6802310662827e-06,-8.6802310662827e-06,0.000733914282902924,0.000312683372200205,5.64082231101235e-05,5.64082231101235e-05,0.000329027252729755,0.00373590106991336,0.00406463469844232
"21",0.0005382871873335,-2.66834514822049e-06,-2.66834514822049e-06,0.000522826052068812,0.000246783194116276,-3.44984289614113e-05,-3.44984289614113e-05,0.000401089845228411,0.00379182870239739,0.00423646417021226
"22",0.000513430137559768,-8.12396658225924e-05,-8.12396658225924e-05,0.000477441065361671,0.000221982479617138,5.29455179584667e-05,5.29455179584667e-05,0.000218942673870954,0.00375509467272061,0.00431757527299034
"23",0.000390453948609582,8.35964947018751e-05,8.35964947018751e-05,0.000384922768516843,0.0002808391361729,2.74797405352949e-05,2.74797405352949e-05,0.000359309580640369,0.00342083866990436,0.0046013573386058
"24",0.000386858137016822,-3.03893305622931e-06,-3.03893305622931e-06,0.00047986660810855,0.000305458904240611,2.23131255618006e-05,2.23131255618006e-05,0.000292924125465904,0.00371885528366591,0.00459953748242412
"25",0.000366225524874985,0.000140577802024852,0.000140577802024852,0.000483501720613625,0.000303567619356781,2.69924945477316e-06,2.69924945477316e-06,0.000188632842380072,0.00352729555743576,0.00409416702291175
"26",0.000515257226419684,8.14071733507298e-05,8.14071733507298e-05,0.000441694528283402,0.000225173558965998,-5.11723995962381e-05,-5.11723995962381e-05,0.000345992696004799,0.00368823220864456,0.0043966914677238
"27",0.000600551328817245,5.79094043606575e-05,5.79094043606575e-05,0.000466381049550358,0.000262912808687071,6.44067600703873e-06,6.44067600703873e-06,0.000367871659661029,0.00336093132701539,0.00425235430234264
"28",0.000272070183208517,0.000102905980698585,0.000102905980698585,0.000382372681478327,0.000243029920267399,2.90759217752599e-05,2.90759217752599e-05,0.000307971208191259,0.00367324833438452,0.00429574000279595
"29",0.000380960015052028,-8.31635927607702e-05,-8.31635927607702e-05,0.000724389240590363,0.000252900429933783,2.82595163419107e-05,2.82595163419107e-05,0.000213759575463661,0.003442098613683,0.00412195111726019
"30",0.000509584745939652,0.000141476444963468,0.000141476444963468,0.000333623948962643,0.000268613008043584,9.20772011386509e-06,9.20772011386509e-06,0.000303566615411603,0.00340264395106399,0.00454835811754175
"31",0.000368201607900973,-3.08146059747336e-05,-3.08146059747336e-05,0.000556736459096243,0.000288960214307485,2.23122438269902e-05,2.23122438269902e-05,0.000291755673944149,0.00345975921611559,0.00407132111597951
"32",0.000375930005465551,6.92065675579406e-05,6.92065675579406e-05,0.000454197277395378,0.000218242072379364,7.60172680861564e-05,7.60172680861564e-05,0.000390514287593791,0.00364014604116999,0.00389079809103385
"33",0.000433503445612258,9.1027048775637e-05,9.1027048775637e-05,0.000452260620424535,0.000313520656784228,2.98171596520212e-05,2.98171596520212e-05,0.000282292467914841,0.00340089284324831,0.00419040287340383
"34",0.000477114385106862,4.70922152614048e-05,4.70922152614048e-05,0.000400826071977726,0.000307074652772298,-2.58472297341362e-05,-2.58472297341362e-05,0.000367977636553905,0.00336427070451805,0.00439663047329028
"35",0.000434957451179445,-2.4753834908992e-05,-2.4753834908992e-05,0.000326516723037469,0.000365891228004775,-3.36716869619683e-05,-3.36716869619683e-05,0.000396538327545978,0.00386790416660879,0.00441075601143092
"36",0.0005970167156029,7.78359901818746e-05,7.78359901818746e-05,0.000509499844153461,0.000265772004549926,-2.10553053534673e-05,-2.10553053534673e-05,0.000319260854160325,0.00356380023978296,0.00410026318882776
"37",0.000375666762468988,-9.33721295006863e-05,-9.33721295006863e-05,0.000685710401891935,0.000244253124079597,5.7067285284708e-06,5.7067285284708e-06,0.000276112488916622,0.0035316193937677,0.00402595367620813
"38",0.000364608252753024,-0.000140020405200619,-0.000140020405200619,0.000806999747525723,0.00028687512250914,6.56935584729737e-06,6.56935584729737e-06,0.000235485917423292,0.00350800568797428,0.00422305070311264
"39",0.000707675806915861,-7.14864596269668e-05,-7.14864596269668e-05,0.000351530391981196,0.000249472217137379,-7.32271984132503e-05,-7.32271984132503e-05,0.000668917566746152,0.00348446674546463,0.00413719841626585
"40",0.000341017203859769,-7.48697304725213e-05,-7.48697304725213e-05,0.000386930167291192,0.000265771750407766,9.09238636528036e-06,9.09238636528036e-06,0.000300357204060842,0.00357589068037542,0.00432090235313913
"41",0.000283636617230475,-2.38792552606266e-05,-2.38792552606266e-05,0.000644014470803283,0.000303956303710324,-9.08170927419361e-06,-9.08170927419361e-06,0.00027264410568872,0.00359418734910274,0.00439890828070583
"42",0.000402401119229006,-3.23954766539487e-05,-3.23954766539487e-05,0.000366525254990297,0.000254484910683395,-1.47232600363876e-05,-1.47232600363876e-05,0.000238994412747851,0.00343597627870514,0.00426938520498971
"43",0.00031923870597318,3.18884331718538e-05,3.18884331718538e-05,0.000529753947332678,0.000277024461495355,4.72636402999482e-05,4.72636402999482e-05,0.000318700864510952,0.00350493212441234,0.00419620407658725
