"","traitmDR:traitmDR.animal","traitfDR:traitmDR.animal","traitmDR:traitfDR.animal","traitfDR:traitfDR.animal","traitmDR:traitmDR.round.sec","traitfDR:traitmDR.round.sec","traitmDR:traitfDR.round.sec","traitfDR:traitfDR.round.sec","traitmDR.units","traitfDR.units"
"8",0.014268492814152,-0.00156997870091047,-0.00156997870091047,0.0243029894151533,0.00559354046007786,-0.00106959969595116,-0.00106959969595116,0.00588928112364074,5.54541324012029,29.0175078059811
"9",0.00942732233643363,-0.000677306736529215,-0.000677306736529215,0.00554155902788827,0.381262937663624,0.00522730881450217,0.00522730881450217,0.00419005026530215,4.873171390462,28.7434867684359
"10",0.00507989217248141,-0.00132742406384589,-0.00132742406384589,0.0100034500044782,0.00403375390324372,-0.00105976868489965,-0.00105976868489965,0.00374329255013438,5.30159603667554,26.9898377959355
"11",0.00823793935508008,-0.00213403042334881,-0.00213403042334881,0.00613821379152418,0.00588736944548316,-0.000786999720156722,-0.000786999720156722,0.00542231940867209,5.5379448767539,28.5745452456401
"12",0.0119287377142284,0.00161904334622986,0.00161904334622986,0.0142796587594832,0.0101956780354976,-0.00151725509654602,-0.00151725509654602,0.00743967968250361,5.29529101477597,26.5838586161764
"13",0.0635120551051869,0.0036810534223064,0.0036810534223064,0.0303668391270069,0.00217085634991131,0.00152244188286371,0.00152244188286371,0.007417510753059,5.38630807957434,28.5616790586626
"14",0.00446150158068617,0.00390997404342608,0.00390997404342608,0.0198697595086161,0.00228223520586151,-0.000442543301991144,-0.000442543301991144,0.00858892065231489,5.38784604555617,27.0029586189877
"15",0.0042250471547276,-0.00185844425683657,-0.00185844425683657,0.0336974638009638,0.00177887471957471,-0.000316683897213288,-0.000316683897213288,0.00586718424222567,5.5955417592556,25.8883803529232
"16",0.0288218428342386,-0.00383121433853439,-0.00383121433853439,0.0209421951752244,0.00346656867870104,-0.0016000717339229,-0.0016000717339229,0.0141752761770438,5.69988621195485,27.4867398227762
"17",0.00837942838284637,-0.000132917991723325,-0.000132917991723325,0.0118626323163338,0.0132835423484433,0.045622160224703,0.045622160224703,0.0124961154348914,5.55645130984611,26.680269506862
"18",0.00490699233876568,0.0010598677507383,0.0010598677507383,0.0164692692708315,0.00296581171280318,0.000315751423515698,0.000315751423515698,0.00673313400006246,5.72112289498373,27.5388093892339
"19",0.0142355876581607,0.0120113430402167,0.0120113430402167,0.0406721886023685,0.00589705326953916,-0.00182154686822694,-0.00182154686822694,0.00996893816722683,5.50836021031659,25.8103989905869
"20",0.0038815473353329,1.13026811536798e-05,1.13026811536798e-05,0.00685621577481748,0.00561311316037446,-0.000342371234046568,-0.000342371234046568,0.00595296729840885,5.86950065917661,28.1035669247476
"21",1.17399344819779,0.00600118322411802,0.00600118322411802,0.0077535985348893,0.0018984255956924,0.00110700443775474,0.00110700443775474,0.00409750858712173,4.81537586962179,27.4961160453842
"22",0.00757215384589036,0.00388858342155074,0.00388858342155074,0.0160763962321266,0.00403549258789657,0.000812347592034079,0.000812347592034079,0.0179562626254559,5.5658317481205,27.0837279111634
"23",1.19193686377934,0.299660010741071,0.299660010741071,0.0213899628943146,0.00398845136402225,0.0104023800125929,0.0104023800125929,0.0241976916136229,4.55987579990935,27.1254207470241
"24",0.00404763120509078,-0.00221644784128827,-0.00221644784128827,0.0181897200633227,0.0040903770404117,0.00588467739571807,0.00588467739571807,0.0100226049467527,5.50394766706689,28.4464453928999
"25",0.00711896519961918,-0.00675432562540035,-0.00675432562540035,0.0503219353171566,0.00237466130793905,0.000803163636386328,0.000803163636386328,0.0112195912754715,5.85152890901058,27.0725201406608
"26",0.00814895297419018,0.00199713141409652,0.00199713141409652,0.0207401549623527,0.00613581691738771,-0.000991374568215742,-0.000991374568215742,0.00889491596801157,5.49751802261778,27.1156046862916
"27",0.0114258244534086,0.00413266821611313,0.00413266821611313,0.0193579422001633,0.00313916076254043,-0.000328875700070674,-0.000328875700070674,0.00959763561851736,5.41898518262055,27.7265857977664
"28",0.00588260585203833,0.0112306035660266,0.0112306035660266,0.0438121833709337,0.00813069902288803,-0.00128038045246437,-0.00128038045246437,0.0134881468794216,5.47222309100164,26.659019858559
"29",0.00630896999613912,-0.000280767881121191,-0.000280767881121191,0.0111779861432891,0.00655958964577737,-0.00326408227501943,-0.00326408227501943,0.00769838721071002,5.50978447186008,27.43499571835
