"","traitmLA.active:traitmLA.active.animal","traitfLA.active:traitmLA.active.animal","traitmLA.active:traitfLA.active.animal","traitfLA.active:traitfLA.active.animal","traitmLA.active:traitmLA.active.round.sec","traitfLA.active:traitmLA.active.round.sec","traitmLA.active:traitfLA.active.round.sec","traitfLA.active:traitfLA.active.round.sec","traitmLA.active.units","traitfLA.active.units"
"1",0.00396030168397051,0.000848997159085874,0.000848997159085874,0.00475543262056453,0.00196424648564898,-2.46263178214357e-05,-2.46263178214357e-05,0.0011845948696977,1.24915803479879,1.103421355904
"2",0.00431414354171025,0.000355698993273965,0.000355698993273965,0.0035033433154113,0.00206521845822225,-0.000234155942540046,-0.000234155942540046,0.00278492343754608,1.45425368668624,1.00199846904079
"3",0.0103089068179897,-0.000573666961265262,-0.000573666961265262,0.0129338381572682,0.0079353256538922,-0.000602478378426904,-0.000602478378426904,0.00460965000981617,1.3769455465432,1.06612591083272
"4",0.00285629915494549,-0.00117914346737566,-0.00117914346737566,0.00200155084538733,0.00455611998142745,-0.000519631083480382,-0.000519631083480382,0.00536767028244533,1.22767786763328,0.979162155590134
"5",0.00480566968464164,-5.59320148330045e-05,-5.59320148330045e-05,0.00384916182829374,0.00251967118434381,-0.000174408175452972,-0.000174408175452972,0.00197840388731954,1.23610583479416,1.07607509377697
"6",0.0032631492406455,-0.000477880103286699,-0.000477880103286699,0.00341674823607871,0.00213612230850954,-0.00232676853574344,-0.00232676853574344,0.00595958547427524,1.41034353951083,1.17443467902225
"7",0.00504457999626466,-0.00066629658141959,-0.00066629658141959,0.00246902036579505,0.00227568623346828,0.00122273165824416,0.00122273165824416,0.00242364403191868,1.2014276097251,1.00018735457215
"8",0.00482186887786584,0.000820262475101086,0.000820262475101086,0.00721055272081169,0.00536768100731784,-1.44131544158738e-05,-1.44131544158738e-05,0.00122748880063282,1.32911761943693,0.854881894649799
"9",0.00357428473433536,0.00146225361992508,0.00146225361992508,0.00378219781561166,0.00151215179512242,0.00625822321895559,0.00625822321895559,0.00296921139781382,1.32277691561722,1.01672626094192
"10",0.00776702761626652,0.0124563555537876,0.0124563555537876,0.00510429579908133,0.00228276996386019,-0.000282660602557189,-0.000282660602557189,0.00250810193105664,1.15386743013465,0.967165263523941
"11",0.0449768548890711,-0.000221169668084442,-0.000221169668084442,0.00579282944665521,0.00169596329104617,-5.84906457490805e-05,-5.84906457490805e-05,0.0016877939316373,1.22640634950391,1.0683278109401
"12",0.00244172477783686,-0.000876892381212885,-0.000876892381212885,0.00385272722810137,0.00298887324327648,0.00288308151244539,0.00288308151244539,0.0023012680099387,1.26485416816562,1.0419575924726
"13",0.00366711517318078,0.00361216237038287,0.00361216237038287,0.0128640405672526,0.00268609451046512,-0.000316544613218908,-0.000316544613218908,0.00434949117941147,1.08366948285194,1.06046271167312
"14",0.00808981205608084,0.00139689793654679,0.00139689793654679,0.02125406248396,0.00784841411754262,-0.0011102642578293,-0.0011102642578293,0.00610161470011939,1.14655727437512,1.10235381080928
"15",0.00357608146131668,-0.000505113311957489,-0.000505113311957489,0.0063673491278213,0.00237362648967111,-0.000768322585132195,-0.000768322585132195,0.00272578189765204,1.23313959797708,1.00060443551079
"16",0.00203443917297462,-0.000104156289376905,-0.000104156289376905,0.00150214597286029,0.00189790060140642,-0.00105166318954596,-0.00105166318954596,0.00159196611739475,1.22842438234236,1.18864619544103
"17",0.00405229269717234,0.000902548099356471,0.000902548099356471,0.00374369359260359,0.00160276188257004,-0.00223524793474363,-0.00223524793474363,0.00127112504014892,1.43032658353111,1.03916271483734
"18",0.00253669364801521,0.0062454490534542,0.0062454490534542,0.442867209202526,0.00158899282331471,0.000781490650877736,0.000781490650877736,0.00234369292880377,1.39123654401048,0.713400983795898
"19",0.00623323202118336,-0.00326665846717372,-0.00326665846717372,0.00509415402651426,0.00182725060072793,0.000587390697222689,0.000587390697222689,0.0056054941404074,1.36161786864008,0.876900562625093
"20",0.00280291011741442,-0.000348836911281319,-0.000348836911281319,0.00423521072856009,0.00407589617286027,-0.00135052587294709,-0.00135052587294709,0.00631098777602641,1.44608318627097,1.02830370234145
"21",0.00651237636437227,0.000332587426981501,0.000332587426981501,0.00301832871968804,0.00396688049824451,0.000621087722946161,0.000621087722946161,0.00337121288609315,1.28579169954644,1.03450348028698
"22",0.0055756576651071,0.00308150686868924,0.00308150686868924,0.0069942834424628,0.00256257666030947,0.000334860487584895,0.000334860487584895,0.00119296158867341,1.25119550970967,1.00338004099187
"23",0.00330578848799165,0.000640114896155508,0.000640114896155508,0.00323522871450324,0.00170140070309427,0.000277528162605276,0.000277528162605276,0.00297426509616848,1.30946667300888,1.01497853524937
"24",0.00291244691653167,0.00144919675793159,0.00144919675793159,0.0100483985495373,0.00141391019645442,0.00496258053736685,0.00496258053736685,0.0123154539904443,1.21483558025699,0.888494265115191
"25",0.00469482684657617,0.00071731728973215,0.00071731728973215,0.00294669121671314,0.00101208652600275,0.000421407981950214,0.000421407981950214,0.00202154790571644,1.35283249415834,1.19083825411496
"26",0.0030392244590401,7.79890378080905e-05,7.79890378080905e-05,0.00438799638609457,0.00572425027449153,-0.00119560020308615,-0.00119560020308615,0.00134291939928963,1.3042767373172,0.943880359551975
"27",0.00452100757731457,-0.0324335616684959,-0.0324335616684959,0.0062159054172845,0.0056538702409435,0.000123253319049922,0.000123253319049922,0.00768304520651291,1.42236398642447,0.954040489078458
"28",0.0701354268737195,-0.184029141043966,-0.184029141043966,0.432988607307979,0.00125712270704316,-0.000419300720639851,-0.000419300720639851,0.00221228284245341,1.34857435534073,0.722087745260162
