112131 0 1 48
112132 0 1 48
112133 1 1 48
112231 0 1 48
112233 1 1 48
112331 0 1 48
112332 0 1 48
112333 4 1 48
122431 2 1 48
122432 1 1 48
122433 1 1 48
122531 0 1 48
122532 0 1 48
122533 1 1 48
122631 0 1 48
122632 0 1 48
122633 1 1 48
132731 0 1 49
132732 0 1 49
132733 0 1 49
132831 4 1 49
132832 3 1 49
132833 0 1 49
132931 1 1 49
132932 0 1 49
1421031 5 1 49
1421032 8 1 49
1421033 6 1 49
1521331 5 1 49
1521332 0 1 49
1521333 0 1 49
1521431 0 1 49
1521432 6 1 49
1521433 6 1 49
1521531 3 1 50
1521532 0 1 50
1621631 2 1 50
1621632 0 1 50
1621633 0 1 50
1621731 0 1 50
1621733 0 1 50
1621831 0 1 50
1621833 0 1 50
1721931 1 1 50
1721932 0 1 50
1721933 5 1 50
1722031 2 1 50
1722032 1 1 50
1722131 1 1 50
1722132 0 1 50
1722133 3 1 50
1822231 3 1 50
1822232 4 1 50
1822233 1 1 50
1822331 2 1 51
1822332 4 1 51
1822333 2 1 51
1822431 0 1 51
1822432 1 1 51
1822433 0 1 51
1922531 0 1 51
1922532 4 1 51
1922533 2 1 51
1922631 0 1 51
1922633 0 1 51
1922731 2 1 51
1922732 1 1 51
1922733 4 1 51
11022931 2 1 51
11022933 0 1 51
11023031 0 1 51
11023032 4 1 51
11023033 0 1 51
11123131 5 1 52
11123132 0 1 52
11123133 2 1 52
11123231 0 1 52
11123232 6 1 52
11123233 2 1 52
11123331 2 1 52
11123332 2 1 52
11123333 0 1 52
11323731 1 1 52
11323732 0 1 52
11323733 2 1 52
11323931 3 1 53
11323932 3 1 53
11323933 3 1 53
11424031 3 1 53
11424032 3 1 53
11424033 4 1 53
11424131 2 1 53
11424132 0 1 53
11424133 3 1 53
11424231 3 1 53
11424232 0 1 53
11424233 2 1 53
11524331 2 1 53
11524332 2 1 53
11524333 5 1 53
11524432 4 1 53
11524433 0 1 53
11524531 3 1 53
11524532 1 1 53
11524533 1 1 53
11624631 2 1 53
11624632 6 1 53
11624633 3 1 53
11624731 3 1 54
11624732 8 1 54
11624733 2 1 54
11624831 2 1 54
11624832 5 1 54
11624833 2 1 54
11724931 2 1 54
11724932 3 1 54
11724933 1 1 54
11725031 1 1 54
11725032 2 1 54
11725131 1 1 54
11725132 0 1 54
11725133 4 1 54
11825231 1 1 54
11825232 4 1 54
11825233 7 1 54
11825331 1 1 54
11825332 2 1 54
11825333 4 1 54
11825431 2 1 54
11825432 3 1 54
11825433 2 1 54
11925531 3 1 55
11925532 1 1 55
11925533 4 1 55
11925631 1 1 55
11925632 1 1 55
11925633 0 1 55
11925731 3 1 55
11925732 1 1 55
11925733 8 1 55
12025831 0 1 55
12025832 0 1 55
12025931 0 1 55
12025932 0 1 55
12026032 1 1 55
12026033 1 1 55
12126131 2 1 55
12126231 0 1 55
12126232 0 1 55
12126233 1 1 55
12126331 0 1 56
12126332 1 1 56
12126333 0 1 56
12226431 2 1 56
12226432 2 1 56
12226433 2 1 56
12226531 1 1 56
12226532 1 1 56
12226533 0 1 56
12226631 3 1 56
12226632 3 1 56
12226633 5 1 56
12326731 0 1 56
12326732 1 1 56
12326733 1 1 56
12326831 1 1 56
12326832 2 1 56
12326931 0 1 56
12326932 1 1 56
12326933 4 1 56
12427031 3 1 56
12427032 3 1 56
12427033 4 1 56
12427131 2 1 57
12427132 0 1 57
12427133 0 1 57
12427231 0 1 57
12427232 0 1 57
12527331 9 1 57
12527332 2 1 57
12527333 3 1 57
12527431 7 1 57
12527432 0 1 57
12527433 0 1 57
12527531 0 1 57
12527532 4 1 57
12527533 1 1 57
12627631 0 1 57
12627632 0 1 57
12627633 0 1 57
12627731 0 1 57
12627732 2 1 57
12627733 0 1 57
12627831 0 1 57
12627832 0 1 57
12727931 0 1 58
12728031 1 1 58
12728032 2 1 58
12728033 0 1 58
12728131 2 1 58
12728132 2 1 58
12728133 1 1 58
12828231 1 1 58
12828232 1 1 58
12828233 1 1 58
12828332 2 1 58
12828333 0 1 58
12828431 2 1 58
12828432 2 1 58
12828433 3 1 58
12928531 2 1 58
12928532 5 1 58
12928533 3 1 58
12928631 0 1 58
12928632 5 1 58
12928633 2 1 58
12928731 1 1 59
12928732 3 1 59
12928733 0 1 59
13028831 2 1 59
13028832 9 1 59
13028833 3 1 59
13028931 1 1 59
13028932 0 1 59
13028933 10 1 59
13029031 9 1 59
13029032 8 1 59
13029033 1 1 59
13129131 3 2 72
13129132 1 2 72
13129133 0 2 72
13129231 1 2 72
13129232 2 2 72
13129233 0 2 72
13229431 0 2 73
13229432 6 2 73
13229433 6 2 73
13229531 2 2 73
13229532 1 2 73
13229533 7 2 73
13229631 3 2 73
13229632 7 2 73
13229633 3 2 73
13329731 4 2 73
13329732 2 2 73
13329733 1 2 73
13329831 3 2 73
13329832 2 2 73
13329833 0 2 73
13329931 3 2 73
13329933 1 2 73
134210031 0 2 73
134210032 2 2 73
134210033 0 2 73
134210131 5 2 74
134210132 5 2 74
134210133 0 2 74
134210231 1 2 74
134210232 0 2 74
134210233 0 2 74
135210331 3 2 74
135210332 0 2 74
135210333 1 2 74
135210431 0 2 74
135210432 0 2 74
135210433 3 2 74
135210531 2 2 74
135210532 0 2 74
135210533 1 2 74
136210631 0 2 74
136210632 0 2 74
136210633 4 2 74
136210732 2 2 74
136210831 0 2 74
136210832 1 2 74
136210833 0 2 74
137210931 10 2 75
137210932 2 2 75
137210933 5 2 75
137211031 4 2 75
137211032 5 2 75
137211033 4 2 75
137211132 7 2 75
137211133 3 2 75
138211231 6 2 75
138211232 4 2 75
138211233 7 2 75
138211331 3 2 75
138211332 6 2 75
138211431 3 2 75
138211432 1 2 75
138211433 2 2 75
140211831 1 2 76
140211832 0 2 76
140211833 0 2 76
140211931 0 2 76
140211932 0 2 76
140211933 0 2 76
140212031 1 2 76
140212033 2 2 76
141212131 4 3 103
141212132 8 3 103
141212133 1 3 103
141212231 8 3 103
141212232 4 3 103
141212233 2 3 103
141212331 8 3 103
141212332 0 3 103
141212333 0 3 103
142212431 0 3 103
142212432 4 3 103
142212433 1 3 103
142212531 9 3 103
142212532 0 3 103
142212533 2 3 103
142212631 1 3 103
142212632 2 3 103
142212633 1 3 103
143212731 0 3 103
143212732 0 3 103
143212733 2 3 103
143212831 6 3 104
143212832 0 3 104
143212833 5 3 104
143212931 1 3 104
143212932 1 3 104
143212933 0 3 104
144213031 0 3 104
144213131 0 3 104
144213132 1 3 104
144213133 1 3 104
144213231 4 3 104
144213232 0 3 104
144213233 3 3 104
145213331 0 3 104
145213332 0 3 104
145213333 8 3 104
145213431 0 3 104
145213531 0 3 104
145213532 0 3 104
145213533 0 3 104
146213631 0 3 105
146213632 3 3 105
146213633 0 3 105
146213731 0 3 105
146213732 1 3 105
146213733 0 3 105
146213831 5 3 105
146213832 0 3 105
146213833 2 3 105
147213931 1 3 105
147213932 0 3 105
147213933 1 3 105
147214031 0 3 105
147214032 1 3 105
147214033 0 3 105
147214131 0 3 105
147214132 0 3 105
147214133 0 3 105
148214231 0 3 105
148214232 0 3 105
148214233 1 3 105
148214331 0 3 105
148214332 0 3 105
148214333 6 3 105
148214431 0 3 106
148214432 0 3 106
148214433 0 3 106
149214531 9 3 106
149214532 7 3 106
149214533 1 3 106
149214631 10 3 106
149214632 0 3 106
149214633 1 3 106
149214731 1 3 106
149214732 3 3 106
149214733 8 3 106
150214831 0 3 106
150214832 1 3 106
150214833 2 3 106
150214931 0 3 106
150214932 0 3 106
150214933 8 3 106
150215031 0 3 106
150215032 3 3 106
150215033 2 3 106
151215131 0 3 106
151215132 0 3 106
151215133 0 3 106
151215231 0 3 107
151215232 0 3 107
151215233 0 3 107
151215331 9 3 107
151215332 5 3 107
151215333 0 3 107
152215431 4 3 107
152215432 1 3 107
152215433 3 3 107
152215531 1 3 107
152215532 0 3 107
152215533 7 3 107
152215631 0 3 107
152215632 0 3 107
152215633 0 3 107
153215731 0 3 107
153215732 0 3 107
153215733 0 3 107
153215831 1 3 107
153215832 9 3 107
153215833 10 3 107
153215931 3 3 107
153215932 0 3 107
153215933 0 3 107
154216031 0 3 108
154216032 2 3 108
154216033 10 3 108
154216131 3 3 108
154216132 0 3 108
154216133 0 3 108
154216231 9 3 108
154216232 9 3 108
154216233 6 3 108
155216331 0 3 108
155216332 1 3 108
155216333 0 3 108
155216431 0 3 108
155216432 3 3 108
155216433 0 3 108
155216531 10 3 108
155216532 5 3 108
155216533 0 3 108
156216631 0 4 122
156216632 0 4 122
156216633 0 4 122
156216731 2 4 122
156216732 0 4 122
156216733 1 4 122
156216831 0 4 122
156216832 0 4 122
156216833 0 4 122
157216931 0 4 122
157216932 1 4 122
157216933 5 4 122
157217031 1 4 122
157217032 5 4 122
157217033 0 4 122
157217131 3 4 122
157217132 2 4 122
157217133 1 4 122
158217231 1 4 122
158217232 0 4 122
158217233 1 4 122
158217331 0 4 123
158217332 0 4 123
158217333 0 4 123
158217431 0 4 123
158217432 0 4 123
158217433 0 4 123
159217531 0 4 123
159217532 2 4 123
159217533 0 4 123
159217631 0 4 123
159217632 1 4 123
159217633 2 4 123
159217731 0 4 123
159217732 0 4 123
159217733 0 4 123
160217831 0 4 123
160217832 0 4 123
160217833 0 4 123
160217931 0 4 123
160217932 0 4 123
160217933 0 4 123
160218031 0 4 123
160218032 0 4 123
160218033 0 4 123
161218131 0 4 124
161218132 0 4 124
161218133 0 4 124
161218231 0 4 124
161218232 0 4 124
161218233 0 4 124
161218332 6 4 124
161218333 0 4 124
162218431 0 4 124
162218432 0 4 124
162218433 1 4 124
162218531 0 4 124
162218532 4 4 124
162218533 0 4 124
162218631 1 4 124
162218632 1 4 124
162218633 0 4 124
163218831 0 4 124
163218832 0 4 124
163218833 0 4 124
163218931 3 4 124
163218932 0 4 124
163218933 0 4 124
