"","animal","round.sec","units"
"1",0.000254189041181948,0.000175780835347892,0.00246990928113782
"2",0.000401939529354455,0.000218581081850177,0.0023907502284849
"3",0.000326222444020477,0.000134184843717793,0.00245325444139818
"4",0.000319100321544764,0.000231690118721843,0.00246774621917242
"5",0.000267796282404974,0.000244317765847479,0.00243665448802934
"6",0.000312855649777803,0.000208419724411698,0.00232134335590001
"7",0.000315126770277138,0.000180963889750319,0.00247531189128101
"8",0.000298724729250483,0.000175758788990469,0.00242517912034285
"9",0.00032036041807149,0.000235156334096536,0.00229339966587782
"10",0.000351758255481013,0.000198713910298211,0.00235727133465002
"11",0.000269095204770424,0.000225291743416651,0.00235949799450897
"12",0.000276258237532217,0.000189963421869728,0.00240782082107103
"13",0.000366780811234317,0.000296309145431977,0.00237603548516767
"14",0.000445253050041733,0.000223403464513195,0.00231912198596697
"15",0.000434175066755986,0.000210929243981725,0.00228045464353021
"16",0.000371501111651369,0.000174266451023233,0.00243522412320749
"17",0.000427049195345788,0.000166901349314728,0.00247772109458116
"18",0.000360631497484186,0.000265421252109883,0.00238692585686328
"19",0.000302429127149022,0.000189365705177355,0.00251149012857509
"20",0.000449880646657054,0.000235013305154503,0.00217235943511604
"21",0.000334368878074906,0.000265478774348224,0.00230366485759365
"22",0.00029220612500571,0.000171371584633577,0.00256422931515918
"23",0.000377389039439635,0.000251717567244755,0.00248190302876406
"24",0.00028915814606084,0.000212783086052696,0.00243065862356803
"25",0.000454403735944634,0.000207572728021465,0.00212983110362833
"26",0.00033808416380479,0.000191221120665986,0.00225909607769832
"27",0.000469596658910907,0.000186822234964879,0.00242130902923907
"28",0.000308534173344352,0.000215943411065365,0.00244484224809131
"29",0.000412573854285771,0.000180066219122145,0.00231783214113422
"30",0.000489883762846618,0.000191234010146968,0.00232490221255744
"31",0.000315948255181484,0.000237142129568591,0.00253872829794982
"32",0.00028919138463858,0.000280165745031986,0.00249816003666441
"33",0.000308814209619152,0.000207492146886598,0.00241392513849896
"34",0.000408593204415429,0.000182258740786084,0.00231614948036801
"35",0.000485433440105954,0.00022140544622736,0.00207019180400166
"36",0.000439618348974297,0.00015856114116239,0.00243192983985726
"37",0.000522847299894639,0.000231291677111896,0.00226280874224574
"38",0.000296374165693172,0.000191325953210093,0.00231822564108588
"39",0.000368387527227168,0.000194308600873148,0.00239685097978561
"40",0.000394703677356884,0.000248133107762164,0.00236122141534207
"41",0.000369319205071452,0.000185085570358779,0.00252274329060137
"42",0.000370525815659223,0.000235687584164113,0.00227483291695207
"43",0.000377578381751911,0.000252626663557455,0.00230565958093188
"44",0.000356462125837501,0.000188379475042569,0.00236964406971367
"45",0.000354275737623112,0.000224604781628428,0.00241868943295778
"46",0.000442612079508289,0.000198548556861567,0.00230448142234017
"47",0.000372200268114881,0.000157061337185449,0.00240405080885364
"48",0.000680057585687135,0.000209371038595393,0.00238571031504528
"49",0.000316965771033631,0.000249292927407869,0.00237810241183858
"50",0.000282144670867735,0.000225860399357222,0.00226837504568161
"51",0.000305338337228091,0.000247280451707611,0.00250338263642066
"52",0.00035059281709042,0.000162539580925966,0.00242065803508786
"53",0.000275456621607335,0.000181820099271001,0.00245806981119846
"54",0.000433527941001854,0.000225636560013607,0.00215574354219339
"55",0.000347381127374206,0.000245866526695163,0.00237437603331268
"56",0.00034918660714576,0.000219530836983415,0.00254341382470136
"57",0.000318707588745889,0.00026886576573656,0.00238946148996199
"58",0.000303099553524428,0.00023611990521203,0.00214099709843515
"59",0.000392552018690154,0.000171295408120716,0.00251049764931337
"60",0.000265853227199192,0.000160273872371616,0.00255431946769496
"61",0.000344983752001216,0.000209306331446061,0.00229456450924898
"62",0.000335578907236345,0.000250821108246017,0.00238682848425399
"63",0.000402024877623363,0.000222466720730215,0.00239876357352486
"64",0.000335749168422414,0.000260171817006337,0.00239029891464093
"65",0.000403121801493388,0.000183434783231076,0.00245676782965327
"66",0.000310885143898884,0.000251026944809208,0.00234696432458143
"67",0.000401635172587682,0.000170670654409452,0.00224305992478248
"68",0.000354451983070592,0.000145780202688598,0.00214980027774054
"69",0.000451211951906335,0.00022678157852406,0.00227798288516159
"70",0.000379257140071005,0.000199213941701931,0.00234956076011928
"71",0.000408805793949555,0.000227163429367517,0.00230985632632421
"72",0.000596211100860715,0.000143758792361993,0.00240774902754756
"73",0.000552282999045536,0.000188466986045874,0.00228866876721728
"74",0.000372528392303007,0.000228888973908568,0.0023545750699332
"75",0.000298189245054019,0.000173257671621,0.00236774654607432
"76",0.000362692149838849,0.000220912439345376,0.00222397708896024
"77",0.000260295770791891,0.000197367891516786,0.00237044409471451
"78",0.000396511637895515,0.000217668948304898,0.00245067371134471
"79",0.000446696085018859,0.000260780309332146,0.00227459655146291
"80",0.000488627969075486,0.000194603807735963,0.00226944992904159
"81",0.000320342124646821,0.00024063264028864,0.00256439575250771
"82",0.00050120092492212,0.000210050807377662,0.00226481823175616
"83",0.000399221097586554,0.000228577468968584,0.00229880049862682
"84",0.000263086699824664,0.000169864134933639,0.00245788366382516
"85",0.000428739850416789,0.000258543527806443,0.0021909210760202
"86",0.000368087253365432,0.000225301210920148,0.00240800909998533
"87",0.00031297419944374,0.000177317057766345,0.00250796745967105
"88",0.000314389651272783,0.000222639125162321,0.0023000988087959
"89",0.000399947403931084,0.000275644150262088,0.00223055364390479
"90",0.000314770129989095,0.000176261957951695,0.00234289652509193
"91",0.000472001950590308,0.000192990489643182,0.00232851929415664
"92",0.000357778293843256,0.000204205571068802,0.00249763576328393
"93",0.000336045131435411,0.000193680938051359,0.00233027768637348
"94",0.000447327826050255,0.000241780623156423,0.00241301644147708
"95",0.000344334019189598,0.000207755826509408,0.00238628360590114
