"","animal","round.sec","units"
"1",0.0022519755676927,1.56209779903101,5.64979973361184
"2",0.0048744723702363,1.2131667907881,5.6486862886098
"3",0.00594768515782714,1.3180627035915,5.52130435757889
"4",0.00763494440314364,1.14197411173693,5.63291290682912
"5",0.00287856878299117,1.4135989314665,5.6736198471882
"6",0.00615605401787842,1.04383686531788,5.5388185110057
"7",0.0058775971740192,0.922212514979817,5.4910754596476
"8",0.00521320714922982,1.57033964057451,5.38828231707158
"9",0.00744681219901025,1.52005743361735,5.51516185033909
"10",0.00765669704032079,1.13039487291305,5.59537281379944
"11",1.64757379552885,0.821478513570073,3.73832875530005
"12",0.00311554117721852,1.26375777484767,5.45560235949318
"13",0.00496972447706162,1.39681931622061,5.2475590431189
"14",0.00443317651252418,1.52333574246537,5.87119090568492
"15",0.00877428515542224,1.23505575241646,4.8098587307252
"16",0.00332183808305808,0.940705178187293,5.54929111771445
"17",0.00392356081985483,1.28139212836763,5.63797141138266
"18",0.00277587401899365,1.1205280574943,5.75074509478985
"19",0.00802437942700979,1.08444303468556,5.50620457278484
"20",0.00321865794660123,1.30979365736117,5.83385038200012
"21",0.0197975289302921,1.20431856308208,5.50045932874904
"22",0.00389659429493491,1.5033196315753,5.65873071005446
"23",0.00683056398874262,1.19951906843786,5.91322997421744
"24",0.00263086232332664,1.37600623724805,5.80744303682688
"25",0.00547026983086263,1.44617926425999,5.30931210339649
"26",0.00549196646036982,1.25277201269432,5.31225766027836
"27",0.00635114228495786,0.902593059939395,5.78624360186908
"28",0.00892657932608407,1.22549842900416,5.68618555576241
"29",0.00623724947762764,1.66071392154369,5.27851688206379
"30",0.003731109167281,1.09549467298342,5.61661175839046
"31",0.00809927731569787,1.34104665191522,5.57116154494949
"32",0.00351103843345997,1.7600095506275,5.49140961569546
"33",0.0129397016570754,1.39349554856703,4.98327033959396
"34",0.00396294688953665,1.1530396187644,5.54211363259994
"35",0.00341433313258581,1.5456316118134,5.54467600602267
"36",0.00608732490057652,1.39443716326219,5.52604374075381
"37",0.0049191012154777,1.13477609747038,5.5111559116396
"38",0.00803568787541793,1.81923781644545,5.36461543655244
"39",0.0016053812890381,1.55682164417046,5.33791547150953
"40",0.00291873752597414,1.0839492913996,5.75557534434871
"41",0.00280794369667063,1.38919459471792,5.69227135159798
"42",0.00286049559267745,1.54307445759398,5.56086679174456
"43",0.00144061588215696,1.24130943188038,5.80396189524376
"44",0.00596711752493191,0.98462408832659,5.88437938058588
"45",0.00395416768702961,1.23626807890466,5.60575163625525
"46",0.00771634687749002,1.38655540908699,5.43328823144128
"47",0.00312461463848801,1.28172880216169,5.61881259896845
"48",0.00423570438788555,1.30662761390698,5.52467462733132
"49",0.00255918071142011,1.06290241144032,5.56020443397816
"50",0.00223891891180755,1.46382826792629,5.62917342900776
"51",0.00747941740424949,1.28222859940054,5.32703861546015
"52",0.00367437485405433,1.37805817138448,5.6397750718891
"53",0.00851855228313526,1.73120310857459,5.55430317230042
"54",0.00264863657585461,1.50653239988208,5.61126335536492
"55",0.00160876967257351,1.53554571929712,5.46838533874558
"56",0.0024355706774883,1.5617068407151,5.51227595923725
"57",0.00866936560559784,1.28355157369376,5.45555173056113
"58",0.00417744232616144,1.1683991001637,5.69987023929872
"59",0.00229253488687437,1.644764959577,5.40950742187818
"60",0.00228606647783505,1.06770233202939,5.48733432287995
"61",0.00242122234435629,1.84936494299214,5.78740418701354
"62",0.00332914006758043,1.23536414248475,5.41427690147592
"63",0.00368328886106483,1.51001592980775,5.70476436615382
"64",0.00351626371138605,1.00228825663631,5.59641537982805
"65",0.00247720654478198,1.52046522508373,5.6659332362367
"66",0.00354672721230095,1.32483527910238,5.55618029264496
"67",0.00742299045369034,1.4161821811016,5.60220885052751
"68",0.002919096392615,1.45067031009281,5.69354580286504
"69",0.00383756759491525,1.2655573709016,5.47282477466716
"70",0.00568424129495682,1.3449573825388,5.45578420217287
"71",0.00294267900160481,1.31914025715703,5.47269222459741
"72",0.00219408326118776,1.15947139742044,5.81781578684706
"73",0.00650745702967054,1.40729768945825,5.17594273610367
"74",0.00273772979711789,1.16754618666,5.49457794177306
"75",0.0101856006488535,2.39510025810082,4.93689423855934
"76",0.00484403783952492,1.11986220195157,5.96555614913419
"77",0.0033528927311715,1.05217349448106,5.86133425981551
"78",0.00244795058512242,1.33227272393573,5.73619196311914
"79",0.0051591626557872,1.40882390918434,5.10894506506661
"80",0.00445513543167147,1.36070489639463,5.17623831688276
"81",0.0104269480872885,0.936328325377375,5.04592910525253
"82",0.00847865573780379,1.63218774908239,5.72059003433915
"83",0.00232644978385234,1.36438192345211,5.45597708636048
"84",0.00360243130266572,1.55203240052987,5.41544732622195
"85",0.00677670550132869,1.3609456086488,5.72408002520914
"86",0.0107885002410998,1.17842895658184,5.20889067127953
"87",0.00692949969076588,1.39586378873691,5.53934348962038
"88",0.00260569795576846,1.72842054733679,5.64506780518103
"89",0.00459955456653277,1.67862118074044,5.57967900290325
"90",0.0133451988845254,1.03905732620029,5.7194576265262
"91",0.0113011773435454,1.12191597849073,5.22069733941796
"92",0.00918220991592805,1.3619493158508,6.01460557113672
"93",0.0115246360363686,1.60664669745457,5.87196816938648
"94",0.00118256204830162,0.887108430326174,5.84657204265575
"95",0.00292050837216431,1.29573356802766,5.66403878359926
"96",0.0026831396649092,1.05098538354967,5.51769877642412
"97",0.00319440677294798,1.13900096226633,5.5386692622668
"98",0.00288606875603471,1.30626685203326,5.55719755496729
"99",0.00305858203940242,1.24149414475119,5.33078303801462
"100",0.011930087207452,1.13893988440586,5.63125522008527
"101",0.00461796111861211,1.72003750669975,5.51256877774336
"102",0.0112615583267006,1.48529567335546,5.41644198556691
"103",0.00492972805791914,1.39165394695611,5.8544901603685
"104",0.00639681363176934,1.56666719764046,5.44440305096067
"105",0.0056433436510707,1.03988365960834,5.79896124796011
"106",0.00223236007808612,1.2478866120836,5.68938538382177
"107",0.00338067215442971,1.45895450973145,5.76559303916808
"108",0.00347762840256511,1.24083001995296,5.80322689002513
"109",0.00456120483141546,1.18453837329527,5.71670760929164
"110",0.00398238768972825,1.39230692302696,5.74549115999394
"111",0.00141554369534752,1.70579231398975,5.3331184556464
"112",0.00241258025468799,1.35417171833831,5.977581846786
"113",0.00363424161669111,1.47915557953371,5.82926677183259
"114",0.00779218020461476,1.28409403126408,5.56848777982861
"115",0.00466870201125388,1.51281358574499,5.55361714067511
"116",0.00407394675537977,1.26679871206737,5.72535024671747
"117",0.00340064586801243,1.08435063309592,5.56251356988193
"118",0.00303025409947776,1.15500208505308,5.85197158838724
"119",0.00362982803046781,1.22816667222225,5.83446430818411
"120",0.008124065560972,1.95231093834233,5.39022836174002
"121",0.00983548910571967,1.89456379309201,4.89891271977417
"122",0.00634053324865587,1.39718011379083,5.2676410147843
"123",0.00872475828505194,1.47505430442039,5.44454232585969
"124",0.00940384839163766,1.07797361346403,5.80954241551036
"125",0.00493264845326,1.8462225667368,5.44982803722339
"126",0.00312193120842093,1.31930305552407,5.67327791097119
"127",0.00373653478588503,1.36318103928289,5.51222393801913
"128",0.00434089407720129,1.11492869527041,5.85713892601732
"129",0.00462736939247039,1.07964667411325,5.7112241962872
"130",0.00649789492654096,1.49607290787844,5.38098433834005
"131",0.00172349560750908,1.3008987644364,5.76668941858135
"132",0.0152554480188664,1.04076789956816,5.64379111067435
"133",0.00544894152256193,1.38395817011362,5.66399058721785
"134",0.00169142518139797,1.19183300094314,5.50492191969255
"135",0.00699408642249582,1.35249017785749,5.41407596594327
"136",0.0134832240399533,1.12248175512191,5.58481017245826
"137",0.00261386531377725,1.58281889890631,5.76991312330148
"138",0.00309747795131004,1.29335789578273,5.81868733919336
"139",0.00515220581647109,1.43610878824792,5.54285933897093
"140",0.00355463914200608,1.51821500958555,5.73485330430433
"141",0.00461468105136403,0.902559752525125,5.94049209223204
"142",0.0111534247965206,1.42322110347877,5.45555456611518
"143",0.0147803596497181,1.48528415829716,5.36558719542812
"144",0.00756692886905634,0.952517553689073,5.71753935916213
"145",0.00249123092504749,1.02218976586088,5.72960390658206
"146",0.00842167942550496,1.37830891361904,5.66678716537532
"147",0.00457493957026662,1.27936729565841,5.56811341066853
"148",0.00345078531013189,1.29555456486918,5.59863504194913
"149",0.00489312814415841,1.34291752653746,5.80083930686253
"150",0.00219377611953747,1.75185184072607,5.35038745191367
"151",0.0059224693892265,1.33402294430484,5.6911588362457
